partid	sentid	condition	sentence	word	word_pos	RT	region
4	critical2	unambiguous	The girl who was fed the lamb remained relatively calm despite asking for chicken.	The	0	276	not-disambig
4	critical2	unambiguous	The girl who was fed the lamb remained relatively calm despite asking for chicken.	girl	1	174	not-disambig
4	critical2	unambiguous	The girl who was fed the lamb remained relatively calm despite asking for chicken.	who	2	256	not-disambig
4	critical2	unambiguous	The girl who was fed the lamb remained relatively calm despite asking for chicken.	was	3	181	not-disambig
4	critical2	unambiguous	The girl who was fed the lamb remained relatively calm despite asking for chicken.	fed	4	295	not-disambig
4	critical2	unambiguous	The girl who was fed the lamb remained relatively calm despite asking for chicken.	the	5	320	not-disambig
4	critical2	unambiguous	The girl who was fed the lamb remained relatively calm despite asking for chicken.	lamb	6	157	not-disambig
4	critical2	unambiguous	The girl who was fed the lamb remained relatively calm despite asking for chicken.	remained	7	203	not-disambig
4	critical2	unambiguous	The girl who was fed the lamb remained relatively calm despite asking for chicken.	relatively	8	332	disambig
4	critical2	unambiguous	The girl who was fed the lamb remained relatively calm despite asking for chicken.	calm	9	348	disambig
4	critical2	unambiguous	The girl who was fed the lamb remained relatively calm despite asking for chicken.	despite	10	313	not-disambig
4	critical2	unambiguous	The girl who was fed the lamb remained relatively calm despite asking for chicken.	asking	11	235	not-disambig
4	critical2	unambiguous	The girl who was fed the lamb remained relatively calm despite asking for chicken.	for	12	244	not-disambig
4	critical2	unambiguous	The girl who was fed the lamb remained relatively calm despite asking for chicken.	chicken.	13	289	not-disambig
4	critical3	ambiguous	The genie served the figs was satisfied with the outcome. 	The	0	175	not-disambig
4	critical3	ambiguous	The genie served the figs was satisfied with the outcome. 	genie	1	217	not-disambig
4	critical3	ambiguous	The genie served the figs was satisfied with the outcome. 	served	2	197	not-disambig
4	critical3	ambiguous	The genie served the figs was satisfied with the outcome. 	the	3	241	not-disambig
4	critical3	ambiguous	The genie served the figs was satisfied with the outcome. 	figs	4	175	not-disambig
4	critical3	ambiguous	The genie served the figs was satisfied with the outcome. 	was	5	153	not-disambig
4	critical3	ambiguous	The genie served the figs was satisfied with the outcome. 	satisfied	6	360	disambig
4	critical3	ambiguous	The genie served the figs was satisfied with the outcome. 	with	7	383	disambig
4	critical3	ambiguous	The genie served the figs was satisfied with the outcome. 	the	8	171	not-disambig
4	critical3	ambiguous	The genie served the figs was satisfied with the outcome. 	outcome.	9	312	not-disambig
4	critical4	unambiguous 	The genie who was served the figs was satisfied with the outcome. 	The	0	314	not-disambig
4	critical4	unambiguous 	The genie who was served the figs was satisfied with the outcome. 	genie	1	344	not-disambig
4	critical4	unambiguous 	The genie who was served the figs was satisfied with the outcome. 	who	2	309	not-disambig
4	critical4	unambiguous 	The genie who was served the figs was satisfied with the outcome. 	was	3	345	not-disambig
4	critical4	unambiguous 	The genie who was served the figs was satisfied with the outcome. 	served	4	201	not-disambig
4	critical4	unambiguous 	The genie who was served the figs was satisfied with the outcome. 	the	5	338	not-disambig
4	critical4	unambiguous 	The genie who was served the figs was satisfied with the outcome. 	figs	6	300	not-disambig
4	critical4	unambiguous 	The genie who was served the figs was satisfied with the outcome. 	was	7	320	not-disambig
4	critical4	unambiguous 	The genie who was served the figs was satisfied with the outcome. 	satisfied	8	338	disambig
4	critical4	unambiguous 	The genie who was served the figs was satisfied with the outcome. 	with	9	157	disambig
4	critical4	unambiguous 	The genie who was served the figs was satisfied with the outcome. 	the	10	238	not-disambig
4	critical4	unambiguous 	The genie who was served the figs was satisfied with the outcome. 	outcome.	11	186	not-disambig
